,Variable Name,Schedule,Line,Column,Column Description,Variable / Line Description,
,slc.74.1490.04,74,1490,04,- n.a. -,Other long term liabilities,
,slc.74.1490.05,74,1490,05,- n.a. -,Other long term liabilities,
,slc.74.1490.06,74,1490,06,- n.a. -,Other long term liabilities,
,slc.74.1490.07,74,1490,07,- n.a. -,Other long term liabilities,
,slc.74.1490.08,74,1490,08,- n.a. -,Other long term liabilities,
,slc.74.1610.01,74,1610,01,$,U.S. dollars - Canadian dollar equivalent included in SLC 74 9910 01,
,slc.74.1610.02,74,1610,02,- n.a. -,U.S. dollars - Canadian dollar equivalent included in SLC 74 9910 01,
,slc.74.1610.03,74,1610,03,- n.a. -,U.S. dollars - Canadian dollar equivalent included in SLC 74 9910 01,
,slc.74.1610.04,74,1610,04,- n.a. -,U.S. dollars - Canadian dollar equivalent included in SLC 74 9910 01,
,slc.74.1610.05,74,1610,05,- n.a. -,U.S. dollars - Canadian dollar equivalent included in SLC 74 9910 01,
,slc.74.1610.06,74,1610,06,- n.a. -,U.S. dollars - Canadian dollar equivalent included in SLC 74 9910 01,
,slc.74.1610.07,74,1610,07,- n.a. -,U.S. dollars - Canadian dollar equivalent included in SLC 74 9910 01,
,slc.74.1610.08,74,1610,08,- n.a. -,U.S. dollars - Canadian dollar equivalent included in SLC 74 9910 01,
,slc.74.1620.01,74,1620,01,$,U.S. dollars - par value in 'U.S. dollars',
,slc.74.1620.02,74,1620,02,- n.a. -,U.S. dollars - par value in 'U.S. dollars',
,slc.74.1620.03,74,1620,03,- n.a. -,U.S. dollars - par value in 'U.S. dollars',
,slc.74.1620.04,74,1620,04,- n.a. -,U.S. dollars - par value in 'U.S. dollars',
,slc.74.1620.05,74,1620,05,- n.a. -,U.S. dollars - par value in 'U.S. dollars',
,slc.74.1620.06,74,1620,06,- n.a. -,U.S. dollars - par value in 'U.S. dollars',
,slc.74.1620.07,74,1620,07,- n.a. -,U.S. dollars - par value in 'U.S. dollars',
,slc.74.1620.08,74,1620,08,- n.a. -,U.S. dollars - par value in 'U.S. dollars',
,slc.74.1630.01,74,1630,01,$,Other currency - Canadian dollar equivalent included in SLC 74 9910 01,
,slc.74.1630.02,74,1630,02,- n.a. -,Other currency - Canadian dollar equivalent included in SLC 74 9910 01,
,slc.74.1630.03,74,1630,03,- n.a. -,Other currency - Canadian dollar equivalent included in SLC 74 9910 01,
,slc.74.1630.04,74,1630,04,- n.a. -,Other currency - Canadian dollar equivalent included in SLC 74 9910 01,
,slc.74.1630.05,74,1630,05,- n.a. -,Other currency - Canadian dollar equivalent included in SLC 74 9910 01,
,slc.74.1630.06,74,1630,06,- n.a. -,Other currency - Canadian dollar equivalent included in SLC 74 9910 01,
,slc.74.1630.07,74,1630,07,- n.a. -,Other currency - Canadian dollar equivalent included in SLC 74 9910 01,
,slc.74.1630.08,74,1630,08,- n.a. -,Other currency - Canadian dollar equivalent included in SLC 74 9910 01,
,slc.74.1640.01,74,1640,01,$,Other currency - par value in:  Please specify currency,
,slc.74.1640.02,74,1640,02,- n.a. -,Other currency - par value in:  Please specify currency,
,slc.74.1640.03,74,1640,03,- n.a. -,Other currency - par value in:  Please specify currency,
,slc.74.1640.04,74,1640,04,- n.a. -,Other currency - par value in:  Please specify currency,
,slc.74.1640.05,74,1640,05,- n.a. -,Other currency - par value in:  Please specify currency,
,slc.74.1640.06,74,1640,06,- n.a. -,Other currency - par value in:  Please specify currency,
,slc.74.1640.07,74,1640,07,- n.a. -,Other currency - par value in:  Please specify currency,
,slc.74.1640.08,74,1640,08,- n.a. -,Other currency - par value in:  Please specify currency,
,slc.74.1650.01,74,1650,01,$,Other currency - Canadian dollar equivalent included in SLC 74 9910 01,
,slc.74.1650.02,74,1650,02,- n.a. -,Other currency - Canadian dollar equivalent included in SLC 74 9910 01,
,slc.74.1650.03,74,1650,03,- n.a. -,Other currency - Canadian dollar equivalent included in SLC 74 9910 01,
,slc.74.1650.04,74,1650,04,- n.a. -,Other currency - Canadian dollar equivalent included in SLC 74 9910 01,
,slc.74.1650.05,74,1650,05,- n.a. -,Other currency - Canadian dollar equivalent included in SLC 74 9910 01,
,slc.74.1650.06,74,1650,06,- n.a. -,Other currency - Canadian dollar equivalent included in SLC 74 9910 01,
,slc.74.1650.07,74,1650,07,- n.a. -,Other currency - Canadian dollar equivalent included in SLC 74 9910 01,
,slc.74.1650.08,74,1650,08,- n.a. -,Other currency - Canadian dollar equivalent included in SLC 74 9910 01,
,slc.74.1660.01,74,1660,01,$,Other currency - par value in:  Please specify currency,
,slc.74.1660.02,74,1660,02,- n.a. -,Other currency - par value in:  Please specify currency,
,slc.74.1660.03,74,1660,03,- n.a. -,Other currency - par value in:  Please specify currency,
,slc.74.1660.04,74,1660,04,- n.a. -,Other currency - par value in:  Please specify currency,
,slc.74.1660.05,74,1660,05,- n.a. -,Other currency - par value in:  Please specify currency,
,slc.74.1660.06,74,1660,06,- n.a. -,Other currency - par value in:  Please specify currency,
,slc.74.1660.07,74,1660,07,- n.a. -,Other currency - par value in:  Please specify currency,
,slc.74.1660.08,74,1660,08,- n.a. -,Other currency - par value in:  Please specify currency,
,slc.74.1810.01,74,1810,01,$,Own funds,
,slc.74.1810.02,74,1810,02,- n.a. -,Own funds,
,slc.74.1810.03,74,1810,03,- n.a. -,Own funds,
,slc.74.1810.04,74,1810,04,- n.a. -,Own funds,
,slc.74.1810.05,74,1810,05,- n.a. -,Own funds,
,slc.74.1810.06,74,1810,06,- n.a. -,Own funds,
,slc.74.1810.07,74,1810,07,- n.a. -,Own funds,
,slc.74.1810.08,74,1810,08,- n.a. -,Own funds,
,slc.74.1820.01,74,1820,01,$,Ontario Clean Water Agency : Sewer,
,slc.74.1820.02,74,1820,02,- n.a. -,Ontario Clean Water Agency : Sewer,
,slc.74.1820.03,74,1820,03,- n.a. -,Ontario Clean Water Agency : Sewer,
,slc.74.1820.04,74,1820,04,- n.a. -,Ontario Clean Water Agency : Sewer,
,slc.74.1820.05,74,1820,05,- n.a. -,Ontario Clean Water Agency : Sewer,
,slc.74.1820.06,74,1820,06,- n.a. -,Ontario Clean Water Agency : Sewer,
,slc.74.1820.07,74,1820,07,- n.a. -,Ontario Clean Water Agency : Sewer,
,slc.74.1820.08,74,1820,08,- n.a. -,Ontario Clean Water Agency : Sewer,
,slc.74.1830.01,74,1830,01,$,Ontario Clean Water Agency : Water,
,slc.74.1830.02,74,1830,02,- n.a. -,Ontario Clean Water Agency : Water,
,slc.74.1830.03,74,1830,03,- n.a. -,Ontario Clean Water Agency : Water,
,slc.74.1830.04,74,1830,04,- n.a. -,Ontario Clean Water Agency : Water,
,slc.74.1830.05,74,1830,05,- n.a. -,Ontario Clean Water Agency : Water,
,slc.74.1830.06,74,1830,06,- n.a. -,Ontario Clean Water Agency : Water,
,slc.74.1830.07,74,1830,07,- n.a. -,Ontario Clean Water Agency : Water,
,slc.74.1830.08,74,1830,08,- n.a. -,Ontario Clean Water Agency : Water,
,slc.74.2010.01,74,2010,01,$,Value of own sinking fund debentures issued and outstanding at year end,
,slc.74.2010.02,74,2010,02,- n.a. -,Value of own sinking fund debentures issued and outstanding at year end,
,slc.74.2010.03,74,2010,03,- n.a. -,Value of own sinking fund debentures issued and outstanding at year end,
,slc.74.2010.04,74,2010,04,- n.a. -,Value of own sinking fund debentures issued and outstanding at year end,
,slc.74.2010.05,74,2010,05,- n.a. -,Value of own sinking fund debentures issued and outstanding at year end,
,slc.74.2010.06,74,2010,06,- n.a. -,Value of own sinking fund debentures issued and outstanding at year end,
,slc.74.2010.07,74,2010,07,- n.a. -,Value of own sinking fund debentures issued and outstanding at year end,
,slc.74.2010.08,74,2010,08,- n.a. -,Value of own sinking fund debentures issued and outstanding at year end,
,slc.74.2110.01,74,2110,01,$,Balance of own sinking funds at year end: Total contributions to own sinking funds,
,slc.74.2110.02,74,2110,02,- n.a. -,Balance of own sinking funds at year end: Total contributions to own sinking funds,
,slc.74.2110.03,74,2110,03,- n.a. -,Balance of own sinking funds at year end: Total contributions to own sinking funds,
,slc.74.2110.04,74,2110,04,- n.a. -,Balance of own sinking funds at year end: Total contributions to own sinking funds,
,slc.74.2110.05,74,2110,05,- n.a. -,Balance of own sinking funds at year end: Total contributions to own sinking funds,
,slc.74.2110.06,74,2110,06,- n.a. -,Balance of own sinking funds at year end: Total contributions to own sinking funds,
,slc.74.2110.07,74,2110,07,- n.a. -,Balance of own sinking funds at year end: Total contributions to own sinking funds,
,slc.74.2110.08,74,2110,08,- n.a. -,Balance of own sinking funds at year end: Total contributions to own sinking funds,
,slc.74.2120.01,74,2120,01,$,Balance of own sinking funds at year end: Total income earned from investments of sinking funds' monies,
,slc.74.2120.02,74,2120,02,- n.a. -,Balance of own sinking funds at year end: Total income earned from investments of sinking funds' monies,
,slc.74.2120.03,74,2120,03,- n.a. -,Balance of own sinking funds at year end: Total income earned from investments of sinking funds' monies,
,slc.74.2120.04,74,2120,04,- n.a. -,Balance of own sinking funds at year end: Total income earned from investments of sinking funds' monies,
,slc.74.2120.05,74,2120,05,- n.a. -,Balance of own sinking funds at year end: Total income earned from investments of sinking funds' monies,
,slc.74.2120.06,74,2120,06,- n.a. -,Balance of own sinking funds at year end: Total income earned from investments of sinking funds' monies,
,slc.74.2120.07,74,2120,07,- n.a. -,Balance of own sinking funds at year end: Total income earned from investments of sinking funds' monies,
,slc.74.2120.08,74,2120,08,- n.a. -,Balance of own sinking funds at year end: Total income earned from investments of sinking funds' monies,
,slc.74.2199.01,74,2199,01,$,Subtotal,
,slc.74.2199.02,74,2199,02,- n.a. -,Subtotal,
,slc.74.2199.03,74,2199,03,- n.a. -,Subtotal,
,slc.74.2199.04,74,2199,04,- n.a. -,Subtotal,
,slc.74.2199.05,74,2199,05,- n.a. -,Subtotal,
,slc.74.2199.06,74,2199,06,- n.a. -,Subtotal,
,slc.74.2199.07,74,2199,07,- n.a. -,Subtotal,
,slc.74.2199.08,74,2199,08,- n.a. -,Subtotal,
,slc.74.2210.01,74,2210,01,$,Estimated total future contributions from this municipality required to meet obligations in line 2010 above,
,slc.74.2210.02,74,2210,02,- n.a. -,Estimated total future contributions from this municipality required to meet obligations in line 2010 above,
,slc.74.2210.03,74,2210,03,- n.a. -,Estimated total future contributions from this municipality required to meet obligations in line 2010 above,
,slc.74.2210.04,74,2210,04,- n.a. -,Estimated total future contributions from this municipality required to meet obligations in line 2010 above,
,slc.74.2210.05,74,2210,05,- n.a. -,Estimated total future contributions from this municipality required to meet obligations in line 2010 above,
,slc.74.2210.06,74,2210,06,- n.a. -,Estimated total future contributions from this municipality required to meet obligations in line 2010 above,
,slc.74.2210.07,74,2210,07,- n.a. -,Estimated total future contributions from this municipality required to meet obligations in line 2010 above,
,slc.74.2210.08,74,2210,08,- n.a. -,Estimated total future contributions from this municipality required to meet obligations in line 2010 above,
,slc.74.2220.01,74,2220,01,$,Estimated total future income earned from investments in lines 2199 and 2210 above,
,slc.74.2220.02,74,2220,02,- n.a. -,Estimated total future income earned from investments in lines 2199 and 2210 above,
,slc.74.2220.03,74,2220,03,- n.a. -,Estimated total future income earned from investments in lines 2199 and 2210 above,
,slc.74.2220.04,74,2220,04,- n.a. -,Estimated total future income earned from investments in lines 2199 and 2210 above,
,slc.74.2220.05,74,2220,05,- n.a. -,Estimated total future income earned from investments in lines 2199 and 2210 above,
,slc.74.2220.06,74,2220,06,- n.a. -,Estimated total future income earned from investments in lines 2199 and 2210 above,
,slc.74.2220.07,74,2220,07,- n.a. -,Estimated total future income earned from investments in lines 2199 and 2210 above,
,slc.74.2220.08,74,2220,08,- n.a. -,Estimated total future income earned from investments in lines 2199 and 2210 above,
,slc.74.2410.01,74,2410,01,$,Hospital support,
,slc.74.2410.02,74,2410,02,- n.a. -,Hospital support,
,slc.74.2410.03,74,2410,03,- n.a. -,Hospital support,
,slc.74.2410.04,74,2410,04,- n.a. -,Hospital support,
,slc.74.2410.05,74,2410,05,- n.a. -,Hospital support,
,slc.74.2410.06,74,2410,06,- n.a. -,Hospital support,
,slc.74.2410.07,74,2410,07,- n.a. -,Hospital support,
,slc.74.2410.08,74,2410,08,- n.a. -,Hospital support,
,slc.74.2420.01,74,2420,01,$,University support,
,slc.74.2420.02,74,2420,02,- n.a. -,University support,
,slc.74.2420.03,74,2420,03,- n.a. -,University support,
,slc.74.2420.04,74,2420,04,- n.a. -,University support,
,slc.74.2420.05,74,2420,05,- n.a. -,University support,
,slc.74.2420.06,74,2420,06,- n.a. -,University support,
,slc.74.2420.07,74,2420,07,- n.a. -,University support,
,slc.74.2420.08,74,2420,08,- n.a. -,University support,
,slc.74.2430.01,74,2430,01,$,Leases and other agreements,
,slc.74.2430.02,74,2430,02,- n.a. -,Leases and other agreements,
,slc.74.2430.03,74,2430,03,- n.a. -,Leases and other agreements,
,slc.74.2430.04,74,2430,04,- n.a. -,Leases and other agreements,
,slc.74.2430.05,74,2430,05,- n.a. -,Leases and other agreements,
,slc.74.2430.06,74,2430,06,- n.a. -,Leases and other agreements,
,slc.74.2430.07,74,2430,07,- n.a. -,Leases and other agreements,
,slc.74.2430.08,74,2430,08,- n.a. -,Leases and other agreements,
,slc.74.2440.01,74,2440,01,$,"Capital equipment, land acquisition",
,slc.74.2440.02,74,2440,02,- n.a. -,"Capital equipment, land acquisition",
,slc.74.2440.03,74,2440,03,- n.a. -,"Capital equipment, land acquisition",
,slc.74.2440.04,74,2440,04,- n.a. -,"Capital equipment, land acquisition",
,slc.74.2440.05,74,2440,05,- n.a. -,"Capital equipment, land acquisition",
,slc.74.2440.06,74,2440,06,- n.a. -,"Capital equipment, land acquisition",
,slc.74.2440.07,74,2440,07,- n.a. -,"Capital equipment, land acquisition",
,slc.74.2440.08,74,2440,08,- n.a. -,"Capital equipment, land acquisition",
,slc.74.2496.01,74,2496,01,$,Please specify,
,slc.74.2496.02,74,2496,02,- n.a. -,Please specify,
,slc.74.2496.03,74,2496,03,- n.a. -,Please specify,
,slc.74.2496.04,74,2496,04,- n.a. -,Please specify,
,slc.74.2496.05,74,2496,05,- n.a. -,Please specify,
,slc.74.2496.06,74,2496,06,- n.a. -,Please specify,
,slc.74.2496.07,74,2496,07,- n.a. -,Please specify,
,slc.74.2496.08,74,2496,08,- n.a. -,Please specify,
,slc.74.2497.01,74,2497,01,$,Please specify,
,slc.74.2497.02,74,2497,02,- n.a. -,Please specify,
,slc.74.2497.03,74,2497,03,- n.a. -,Please specify,
,slc.74.2497.04,74,2497,04,- n.a. -,Please specify,
,slc.74.2497.05,74,2497,05,- n.a. -,Please specify,
,slc.74.2497.06,74,2497,06,- n.a. -,Please specify,
,slc.74.2497.07,74,2497,07,- n.a. -,Please specify,
,slc.74.2497.08,74,2497,08,- n.a. -,Please specify,
,slc.74.2498.01,74,2498,01,$,Please specify,
,slc.74.2498.02,74,2498,02,- n.a. -,Please specify,
,slc.74.2498.03,74,2498,03,- n.a. -,Please specify,
,slc.74.2498.04,74,2498,04,- n.a. -,Please specify,
,slc.74.2498.05,74,2498,05,- n.a. -,Please specify,
,slc.74.2498.06,74,2498,06,- n.a. -,Please specify,
,slc.74.2498.07,74,2498,07,- n.a. -,Please specify,
,slc.74.2498.08,74,2498,08,- n.a. -,Please specify,
,slc.74.2499.01,74,2499,01,$,TOTAL,
,slc.74.2499.02,74,2499,02,- n.a. -,TOTAL,
,slc.74.2499.03,74,2499,03,- n.a. -,TOTAL,
,slc.74.2499.04,74,2499,04,- n.a. -,TOTAL,
,slc.74.2499.05,74,2499,05,- n.a. -,TOTAL,
,slc.74.2499.06,74,2499,06,- n.a. -,TOTAL,
,slc.74.2499.07,74,2499,07,- n.a. -,TOTAL,
,slc.74.2499.08,74,2499,08,- n.a. -,TOTAL,
,slc.74.2610.01,74,2610,01,Is Value in Column 2 Estimated? Y or N,Pending or threatened litigation,
,slc.74.2610.02,74,2610,02,Value,Pending or threatened litigation,
,slc.74.2610.03,74,2610,03,Number of Years Payable Over,Pending or threatened litigation,
,slc.74.2610.04,74,2610,04,Contingent Liabilities - Y or N,Pending or threatened litigation,
,slc.74.2610.05,74,2610,05,- n.a. -,Pending or threatened litigation,
,slc.74.2610.06,74,2610,06,- n.a. -,Pending or threatened litigation,
,slc.74.2610.07,74,2610,07,- n.a. -,Pending or threatened litigation,
,slc.74.2610.08,74,2610,08,- n.a. -,Pending or threatened litigation,
,slc.74.2620.01,74,2620,01,Is Value in Column 2 Estimated? Y or N,Retroactive wage settlements,
,slc.74.2620.02,74,2620,02,Value,Retroactive wage settlements,
,slc.74.2620.03,74,2620,03,Number of Years Payable Over,Retroactive wage settlements,
,slc.74.2620.04,74,2620,04,Contingent Liabilities - Y or N,Retroactive wage settlements,
,slc.74.2620.05,74,2620,05,- n.a. -,Retroactive wage settlements,
,slc.74.2620.06,74,2620,06,- n.a. -,Retroactive wage settlements,
,slc.74.2620.07,74,2620,07,- n.a. -,Retroactive wage settlements,
,slc.74.2620.08,74,2620,08,- n.a. -,Retroactive wage settlements,
,slc.74.2630.01,74,2630,01,Is Value in Column 2 Estimated? Y or N,Guarantees of long term indebtedness in the name of the municipality but assumed by others,
,slc.74.2630.02,74,2630,02,Value,Guarantees of long term indebtedness in the name of the municipality but assumed by others,
,slc.74.2630.03,74,2630,03,Number of Years Payable Over,Guarantees of long term indebtedness in the name of the municipality but assumed by others,
,slc.74.2630.04,74,2630,04,Contingent Liabilities - Y or N,Guarantees of long term indebtedness in the name of the municipality but assumed by others,
,slc.74.2630.05,74,2630,05,- n.a. -,Guarantees of long term indebtedness in the name of the municipality but assumed by others,
,slc.74.2630.06,74,2630,06,- n.a. -,Guarantees of long term indebtedness in the name of the municipality but assumed by others,
,slc.74.2630.07,74,2630,07,- n.a. -,Guarantees of long term indebtedness in the name of the municipality but assumed by others,
,slc.74.2630.08,74,2630,08,- n.a. -,Guarantees of long term indebtedness in the name of the municipality but assumed by others,
,slc.74.2640.01,74,2640,01,Is Value in Column 2 Estimated? Y or N,Outstanding loans guaranteed,
,slc.74.2640.02,74,2640,02,Value,Outstanding loans guaranteed,
,slc.74.2640.03,74,2640,03,Number of Years Payable Over,Outstanding loans guaranteed,
,slc.74.2640.04,74,2640,04,Contingent Liabilities - Y or N,Outstanding loans guaranteed,
,slc.74.2640.05,74,2640,05,- n.a. -,Outstanding loans guaranteed,
,slc.74.2640.06,74,2640,06,- n.a. -,Outstanding loans guaranteed,
,slc.74.2640.07,74,2640,07,- n.a. -,Outstanding loans guaranteed,
,slc.74.2640.08,74,2640,08,- n.a. -,Outstanding loans guaranteed,
,slc.74.2698.01,74,2698,01,Is Value in Column 2 Estimated? Y or N,Please specify,
,slc.74.2698.02,74,2698,02,Value,Please specify,
,slc.74.2698.03,74,2698,03,Number of Years Payable Over,Please specify,
,slc.74.2698.04,74,2698,04,Contingent Liabilities - Y or N,Please specify,
,slc.74.2698.05,74,2698,05,- n.a. -,Please specify,
,slc.74.2698.06,74,2698,06,- n.a. -,Please specify,
,slc.74.2698.07,74,2698,07,- n.a. -,Please specify,
,slc.74.2698.08,74,2698,08,- n.a. -,Please specify,
,slc.74.2699.01,74,2699,01,Is Value in Column 2 Estimated? Y or N,TOTAL,
,slc.74.2699.02,74,2699,02,Value,TOTAL,
,slc.74.2699.03,74,2699,03,Number of Years Payable Over,TOTAL,
,slc.74.2699.04,74,2699,04,Contingent Liabilities - Y or N,TOTAL,
,slc.74.2699.05,74,2699,05,- n.a. -,TOTAL,
,slc.74.2699.06,74,2699,06,- n.a. -,TOTAL,
,slc.74.2699.07,74,2699,07,- n.a. -,TOTAL,
,slc.74.2699.08,74,2699,08,- n.a. -,TOTAL,
,slc.74.2810.01,74,2810,01,Accumulated Surplus / Deficit,Water projects - For this Municipality only,
,slc.74.2810.02,74,2810,02,Total Outstanding Capital Obligation,Water projects - For this Municipality only,
,slc.74.2810.03,74,2810,03,Debt Charges,Water projects - For this Municipality only,
,slc.74.2810.04,74,2810,04,- n.a. -,Water projects - For this Municipality only,
,slc.74.2810.05,74,2810,05,- n.a. -,Water projects - For this Municipality only,
,slc.74.2810.06,74,2810,06,- n.a. -,Water projects - For this Municipality only,
,slc.74.2810.07,74,2810,07,- n.a. -,Water projects - For this Municipality only,
,slc.74.2810.08,74,2810,08,- n.a. -,Water projects - For this Municipality only,
,slc.74.2820.01,74,2820,01,Accumulated Surplus / Deficit,Water projects - Share of integrated project(s),
,slc.74.2820.02,74,2820,02,Total Outstanding Capital Obligation,Water projects - Share of integrated project(s),
,slc.74.2820.03,74,2820,03,Debt Charges,Water projects - Share of integrated project(s),
,slc.74.2820.04,74,2820,04,- n.a. -,Water projects - Share of integrated project(s),
,slc.74.2820.05,74,2820,05,- n.a. -,Water projects - Share of integrated project(s),
,slc.74.2820.06,74,2820,06,- n.a. -,Water projects - Share of integrated project(s),
,slc.74.2820.07,74,2820,07,- n.a. -,Water projects - Share of integrated project(s),
,slc.74.2820.08,74,2820,08,- n.a. -,Water projects - Share of integrated project(s),
,slc.74.2830.01,74,2830,01,Accumulated Surplus / Deficit,Sewer projects - For this Municipality only,
,slc.74.2830.02,74,2830,02,Total Outstanding Capital Obligation,Sewer projects - For this Municipality only,
,slc.74.2830.03,74,2830,03,Debt Charges,Sewer projects - For this Municipality only,
,slc.74.2830.04,74,2830,04,- n.a. -,Sewer projects - For this Municipality only,
,slc.74.2830.05,74,2830,05,- n.a. -,Sewer projects - For this Municipality only,
,slc.74.2830.06,74,2830,06,- n.a. -,Sewer projects - For this Municipality only,
,slc.74.2830.07,74,2830,07,- n.a. -,Sewer projects - For this Municipality only,
,slc.74.2830.08,74,2830,08,- n.a. -,Sewer projects - For this Municipality only,
,slc.74.2840.01,74,2840,01,Accumulated Surplus / Deficit,Sewer projects - Share of integrated project(s),
,slc.74.2840.02,74,2840,02,Total Outstanding Capital Obligation,Sewer projects - Share of integrated project(s),
,slc.74.2840.03,74,2840,03,Debt Charges,Sewer projects - Share of integrated project(s),
,slc.74.2840.04,74,2840,04,- n.a. -,Sewer projects - Share of integrated project(s),
,slc.74.2840.05,74,2840,05,- n.a. -,Sewer projects - Share of integrated project(s),
,slc.74.2840.06,74,2840,06,- n.a. -,Sewer projects - Share of integrated project(s),
,slc.74.2840.07,74,2840,07,- n.a. -,Sewer projects - Share of integrated project(s),
,slc.74.2840.08,74,2840,08,- n.a. -,Sewer projects - Share of integrated project(s),
,slc.74.3010.01,74,3010,01,Principal,Recovered from the consolidated revenue fund,
,slc.74.3010.02,74,3010,02,Interest,Recovered from the consolidated revenue fund,
,slc.74.3010.03,74,3010,03,Total,Recovered from the consolidated revenue fund,
,slc.74.3010.04,74,3010,04,- n.a. -,Recovered from the consolidated revenue fund,
,slc.74.3010.05,74,3010,05,- n.a. -,Recovered from the consolidated revenue fund,
,slc.74.3010.06,74,3010,06,- n.a. -,Recovered from the consolidated revenue fund,
,slc.74.3010.07,74,3010,07,- n.a. -,Recovered from the consolidated revenue fund,
,slc.74.3010.08,74,3010,08,- n.a. -,Recovered from the consolidated revenue fund,
,slc.74.3012.01,74,3012,01,Principal,Recovered from the consolidated revenue fund : General Tax Rates,
,slc.74.3012.02,74,3012,02,Interest,Recovered from the consolidated revenue fund : General Tax Rates,
,slc.74.3012.03,74,3012,03,Total,Recovered from the consolidated revenue fund : General Tax Rates,
,slc.74.3012.04,74,3012,04,- n.a. -,Recovered from the consolidated revenue fund : General Tax Rates,
,slc.74.3012.05,74,3012,05,- n.a. -,Recovered from the consolidated revenue fund : General Tax Rates,
,slc.74.3012.06,74,3012,06,- n.a. -,Recovered from the consolidated revenue fund : General Tax Rates,
,slc.74.3012.07,74,3012,07,- n.a. -,Recovered from the consolidated revenue fund : General Tax Rates,
,slc.74.3012.08,74,3012,08,- n.a. -,Recovered from the consolidated revenue fund : General Tax Rates,
,slc.74.3014.01,74,3014,01,Principal,Recovered from the consolidated revenue fund : Other,
,slc.74.3014.02,74,3014,02,Interest,Recovered from the consolidated revenue fund : Other,
,slc.74.3014.03,74,3014,03,Total,Recovered from the consolidated revenue fund : Other,
,slc.74.3014.04,74,3014,04,- n.a. -,Recovered from the consolidated revenue fund : Other,
,slc.74.3014.05,74,3014,05,- n.a. -,Recovered from the consolidated revenue fund : Other,
,slc.74.3014.06,74,3014,06,- n.a. -,Recovered from the consolidated revenue fund : Other,
,slc.74.3014.07,74,3014,07,- n.a. -,Recovered from the consolidated revenue fund : Other,
,slc.74.3014.08,74,3014,08,- n.a. -,Recovered from the consolidated revenue fund : Other,
,slc.74.3020.01,74,3020,01,Principal,Recovered from reserve funds,
,slc.74.3020.02,74,3020,02,Interest,Recovered from reserve funds,
,slc.74.3020.03,74,3020,03,Total,Recovered from reserve funds,
,slc.74.3020.04,74,3020,04,- n.a. -,Recovered from reserve funds,
,slc.74.3020.05,74,3020,05,- n.a. -,Recovered from reserve funds,
,slc.74.3020.06,74,3020,06,- n.a. -,Recovered from reserve funds,
,slc.74.3020.07,74,3020,07,- n.a. -,Recovered from reserve funds,
,slc.74.3020.08,74,3020,08,- n.a. -,Recovered from reserve funds,
,slc.74.3030.01,74,3030,01,Principal,Recovered from unconsolidated entities : Electricity,
,slc.74.3030.02,74,3030,02,Interest,Recovered from unconsolidated entities : Electricity,
,slc.74.3030.03,74,3030,03,Total,Recovered from unconsolidated entities : Electricity,
,slc.74.3030.04,74,3030,04,- n.a. -,Recovered from unconsolidated entities : Electricity,
,slc.74.3030.05,74,3030,05,- n.a. -,Recovered from unconsolidated entities : Electricity,
,slc.74.3030.06,74,3030,06,- n.a. -,Recovered from unconsolidated entities : Electricity,
,slc.74.3030.07,74,3030,07,- n.a. -,Recovered from unconsolidated entities : Electricity,
,slc.74.3030.08,74,3030,08,- n.a. -,Recovered from unconsolidated entities : Electricity,
,slc.74.3040.01,74,3040,01,Principal,Recovered from unconsolidated entities : Gas,
,slc.74.3040.02,74,3040,02,Interest,Recovered from unconsolidated entities : Gas,
,slc.74.3040.03,74,3040,03,Total,Recovered from unconsolidated entities : Gas,
,slc.74.3040.04,74,3040,04,- n.a. -,Recovered from unconsolidated entities : Gas,
,slc.74.3040.05,74,3040,05,- n.a. -,Recovered from unconsolidated entities : Gas,
,slc.74.3040.06,74,3040,06,- n.a. -,Recovered from unconsolidated entities : Gas,
,slc.74.3040.07,74,3040,07,- n.a. -,Recovered from unconsolidated entities : Gas,
,slc.74.3040.08,74,3040,08,- n.a. -,Recovered from unconsolidated entities : Gas,
,slc.74.3050.01,74,3050,01,Principal,Recovered from unconsolidated entities : Telephone,
,slc.74.3050.02,74,3050,02,Interest,Recovered from unconsolidated entities : Telephone,
,slc.74.3050.03,74,3050,03,Total,Recovered from unconsolidated entities : Telephone,
,slc.74.3050.04,74,3050,04,- n.a. -,Recovered from unconsolidated entities : Telephone,
,slc.74.3050.05,74,3050,05,- n.a. -,Recovered from unconsolidated entities : Telephone,
,slc.74.3050.06,74,3050,06,- n.a. -,Recovered from unconsolidated entities : Telephone,
,slc.74.3050.07,74,3050,07,- n.a. -,Recovered from unconsolidated entities : Telephone,
,slc.74.3050.08,74,3050,08,- n.a. -,Recovered from unconsolidated entities : Telephone,
,slc.74.3097.01,74,3097,01,Principal,Please specify,
,slc.74.3097.02,74,3097,02,Interest,Please specify,
,slc.74.3097.03,74,3097,03,Total,Please specify,
,slc.74.3097.04,74,3097,04,- n.a. -,Please specify,
,slc.74.3097.05,74,3097,05,- n.a. -,Please specify,
,slc.74.3097.06,74,3097,06,- n.a. -,Please specify,
,slc.74.3097.07,74,3097,07,- n.a. -,Please specify,
,slc.74.3097.08,74,3097,08,- n.a. -,Please specify,
,slc.74.3098.01,74,3098,01,Principal,Please specify,
,slc.74.3098.02,74,3098,02,Interest,Please specify,
,slc.74.3098.03,74,3098,03,Total,Please specify,
