Variable Name,Schedule,Line,Column,Column Description,Variable / Line Description,Rev_Exp_Staff_Other,Category,Include
slc.74.210.07,74,210,07,- n.a. -,"All outstanding debt issued by the municipality, predecessor municipalities and consolidated entities : To Ontario and agencies",,,
slc.74.210.08,74,210,08,- n.a. -,"All outstanding debt issued by the municipality, predecessor municipalities and consolidated entities : To Ontario and agencies",,,
slc.74.220.01,74,220,01,$,"All outstanding debt issued by the municipality, predecessor municipalities and consolidated entities : To Canada and agencies",,,
slc.74.220.02,74,220,02,- n.a. -,"All outstanding debt issued by the municipality, predecessor municipalities and consolidated entities : To Canada and agencies",,,
slc.74.220.03,74,220,03,- n.a. -,"All outstanding debt issued by the municipality, predecessor municipalities and consolidated entities : To Canada and agencies",,,
slc.74.220.04,74,220,04,- n.a. -,"All outstanding debt issued by the municipality, predecessor municipalities and consolidated entities : To Canada and agencies",,,
slc.74.220.05,74,220,05,- n.a. -,"All outstanding debt issued by the municipality, predecessor municipalities and consolidated entities : To Canada and agencies",,,
slc.74.220.06,74,220,06,- n.a. -,"All outstanding debt issued by the municipality, predecessor municipalities and consolidated entities : To Canada and agencies",,,
slc.74.220.07,74,220,07,- n.a. -,"All outstanding debt issued by the municipality, predecessor municipalities and consolidated entities : To Canada and agencies",,,
slc.74.220.08,74,220,08,- n.a. -,"All outstanding debt issued by the municipality, predecessor municipalities and consolidated entities : To Canada and agencies",,,
slc.74.230.01,74,230,01,$,"All outstanding debt issued by the municipality, predecessor municipalities and consolidated entities : To others",,,
slc.74.230.02,74,230,02,- n.a. -,"All outstanding debt issued by the municipality, predecessor municipalities and consolidated entities : To others",,,
slc.74.230.03,74,230,03,- n.a. -,"All outstanding debt issued by the municipality, predecessor municipalities and consolidated entities : To others",,,
slc.74.230.04,74,230,04,- n.a. -,"All outstanding debt issued by the municipality, predecessor municipalities and consolidated entities : To others",,,
slc.74.230.05,74,230,05,- n.a. -,"All outstanding debt issued by the municipality, predecessor municipalities and consolidated entities : To others",,,
slc.74.230.06,74,230,06,- n.a. -,"All outstanding debt issued by the municipality, predecessor municipalities and consolidated entities : To others",,,
slc.74.230.07,74,230,07,- n.a. -,"All outstanding debt issued by the municipality, predecessor municipalities and consolidated entities : To others",,,
slc.74.230.08,74,230,08,- n.a. -,"All outstanding debt issued by the municipality, predecessor municipalities and consolidated entities : To others",,,
slc.74.297.01,74,297,01,$,"All outstanding debt issued by the municipality, predecessor municipalities and consolidated entities : Other",,,
slc.74.297.02,74,297,02,- n.a. -,"All outstanding debt issued by the municipality, predecessor municipalities and consolidated entities : Other",,,
slc.74.297.03,74,297,03,- n.a. -,"All outstanding debt issued by the municipality, predecessor municipalities and consolidated entities : Other",,,
slc.74.297.04,74,297,04,- n.a. -,"All outstanding debt issued by the municipality, predecessor municipalities and consolidated entities : Other",,,
slc.74.297.05,74,297,05,- n.a. -,"All outstanding debt issued by the municipality, predecessor municipalities and consolidated entities : Other",,,
slc.74.297.06,74,297,06,- n.a. -,"All outstanding debt issued by the municipality, predecessor municipalities and consolidated entities : Other",,,
slc.74.297.07,74,297,07,- n.a. -,"All outstanding debt issued by the municipality, predecessor municipalities and consolidated entities : Other",,,
slc.74.297.08,74,297,08,- n.a. -,"All outstanding debt issued by the municipality, predecessor municipalities and consolidated entities : Other",,,
slc.74.298.01,74,298,01,$,"All outstanding debt issued by the municipality, predecessor municipalities and consolidated entities : Other",,,
slc.74.298.02,74,298,02,- n.a. -,"All outstanding debt issued by the municipality, predecessor municipalities and consolidated entities : Other",,,
slc.74.298.03,74,298,03,- n.a. -,"All outstanding debt issued by the municipality, predecessor municipalities and consolidated entities : Other",,,
slc.74.298.04,74,298,04,- n.a. -,"All outstanding debt issued by the municipality, predecessor municipalities and consolidated entities : Other",,,
slc.74.298.05,74,298,05,- n.a. -,"All outstanding debt issued by the municipality, predecessor municipalities and consolidated entities : Other",,,
slc.74.298.06,74,298,06,- n.a. -,"All outstanding debt issued by the municipality, predecessor municipalities and consolidated entities : Other",,,
slc.74.298.07,74,298,07,- n.a. -,"All outstanding debt issued by the municipality, predecessor municipalities and consolidated entities : Other",,,
slc.74.298.08,74,298,08,- n.a. -,"All outstanding debt issued by the municipality, predecessor municipalities and consolidated entities : Other",,,
slc.74.299.01,74,299,01,$,Subtotal,,,
slc.74.299.02,74,299,02,- n.a. -,Subtotal,,,
slc.74.299.03,74,299,03,- n.a. -,Subtotal,,,
slc.74.299.04,74,299,04,- n.a. -,Subtotal,,,
slc.74.299.05,74,299,05,- n.a. -,Subtotal,,,
slc.74.299.06,74,299,06,- n.a. -,Subtotal,,,
slc.74.299.07,74,299,07,- n.a. -,Subtotal,,,
slc.74.299.08,74,299,08,- n.a. -,Subtotal,,,
slc.74.499.01,74,499,01,$,PLUS: All debt assumed by the municipality from others,,,
slc.74.499.02,74,499,02,- n.a. -,PLUS: All debt assumed by the municipality from others,,,
slc.74.499.03,74,499,03,- n.a. -,PLUS: All debt assumed by the municipality from others,,,
slc.74.499.04,74,499,04,- n.a. -,PLUS: All debt assumed by the municipality from others,,,
slc.74.499.05,74,499,05,- n.a. -,PLUS: All debt assumed by the municipality from others,,,
slc.74.499.06,74,499,06,- n.a. -,PLUS: All debt assumed by the municipality from others,,,
slc.74.499.07,74,499,07,- n.a. -,PLUS: All debt assumed by the municipality from others,,,
slc.74.499.08,74,499,08,- n.a. -,PLUS: All debt assumed by the municipality from others,,,
slc.74.610.01,74,610,01,$,LESS: All debt assumed by others : Ontario,,,
slc.74.610.02,74,610,02,- n.a. -,LESS: All debt assumed by others : Ontario,,,
slc.74.610.03,74,610,03,- n.a. -,LESS: All debt assumed by others : Ontario,,,
slc.74.610.04,74,610,04,- n.a. -,LESS: All debt assumed by others : Ontario,,,
slc.74.610.05,74,610,05,- n.a. -,LESS: All debt assumed by others : Ontario,,,
slc.74.610.06,74,610,06,- n.a. -,LESS: All debt assumed by others : Ontario,,,
slc.74.610.07,74,610,07,- n.a. -,LESS: All debt assumed by others : Ontario,,,
slc.74.610.08,74,610,08,- n.a. -,LESS: All debt assumed by others : Ontario,,,
slc.74.620.01,74,620,01,$,LESS: All debt assumed by others : School boards,,,
slc.74.620.02,74,620,02,- n.a. -,LESS: All debt assumed by others : School boards,,,
slc.74.620.03,74,620,03,- n.a. -,LESS: All debt assumed by others : School boards,,,
slc.74.620.04,74,620,04,- n.a. -,LESS: All debt assumed by others : School boards,,,
slc.74.620.05,74,620,05,- n.a. -,LESS: All debt assumed by others : School boards,,,
slc.74.620.06,74,620,06,- n.a. -,LESS: All debt assumed by others : School boards,,,
slc.74.620.07,74,620,07,- n.a. -,LESS: All debt assumed by others : School boards,,,
slc.74.620.08,74,620,08,- n.a. -,LESS: All debt assumed by others : School boards,,,
slc.74.630.01,74,630,01,$,LESS: All debt assumed by others : Other municipalities,,,
slc.74.630.02,74,630,02,- n.a. -,LESS: All debt assumed by others : Other municipalities,,,
slc.74.630.03,74,630,03,- n.a. -,LESS: All debt assumed by others : Other municipalities,,,
slc.74.630.04,74,630,04,- n.a. -,LESS: All debt assumed by others : Other municipalities,,,
slc.74.630.05,74,630,05,- n.a. -,LESS: All debt assumed by others : Other municipalities,,,
slc.74.630.06,74,630,06,- n.a. -,LESS: All debt assumed by others : Other municipalities,,,
slc.74.630.07,74,630,07,- n.a. -,LESS: All debt assumed by others : Other municipalities,,,
slc.74.630.08,74,630,08,- n.a. -,LESS: All debt assumed by others : Other municipalities,,,
slc.74.640.01,74,640,01,$,LESS: All debt assumed by others : Government Business Enterprises,,,
slc.74.640.02,74,640,02,- n.a. -,LESS: All debt assumed by others : Government Business Enterprises,,,
slc.74.640.03,74,640,03,- n.a. -,LESS: All debt assumed by others : Government Business Enterprises,,,
slc.74.640.04,74,640,04,- n.a. -,LESS: All debt assumed by others : Government Business Enterprises,,,
slc.74.640.05,74,640,05,- n.a. -,LESS: All debt assumed by others : Government Business Enterprises,,,
slc.74.640.06,74,640,06,- n.a. -,LESS: All debt assumed by others : Government Business Enterprises,,,
slc.74.640.07,74,640,07,- n.a. -,LESS: All debt assumed by others : Government Business Enterprises,,,
slc.74.640.08,74,640,08,- n.a. -,LESS: All debt assumed by others : Government Business Enterprises,,,
slc.74.697.01,74,697,01,$,LESS: All debt assumed by others : Other,,,
slc.74.697.02,74,697,02,- n.a. -,LESS: All debt assumed by others : Other,,,
slc.74.697.03,74,697,03,- n.a. -,LESS: All debt assumed by others : Other,,,
slc.74.697.04,74,697,04,- n.a. -,LESS: All debt assumed by others : Other,,,
slc.74.697.05,74,697,05,- n.a. -,LESS: All debt assumed by others : Other,,,
slc.74.697.06,74,697,06,- n.a. -,LESS: All debt assumed by others : Other,,,
slc.74.697.07,74,697,07,- n.a. -,LESS: All debt assumed by others : Other,,,
slc.74.697.08,74,697,08,- n.a. -,LESS: All debt assumed by others : Other,,,
slc.74.698.01,74,698,01,$,LESS: All debt assumed by others : Other,,,
slc.74.698.02,74,698,02,- n.a. -,LESS: All debt assumed by others : Other,,,
slc.74.698.03,74,698,03,- n.a. -,LESS: All debt assumed by others : Other,,,
slc.74.698.04,74,698,04,- n.a. -,LESS: All debt assumed by others : Other,,,
slc.74.698.05,74,698,05,- n.a. -,LESS: All debt assumed by others : Other,,,
slc.74.698.06,74,698,06,- n.a. -,LESS: All debt assumed by others : Other,,,
slc.74.698.07,74,698,07,- n.a. -,LESS: All debt assumed by others : Other,,,
slc.74.698.08,74,698,08,- n.a. -,LESS: All debt assumed by others : Other,,,
slc.74.699.01,74,699,01,$,Subtotal,,,
slc.74.699.02,74,699,02,- n.a. -,Subtotal,,,
slc.74.699.03,74,699,03,- n.a. -,Subtotal,,,
slc.74.699.04,74,699,04,- n.a. -,Subtotal,,,
slc.74.699.05,74,699,05,- n.a. -,Subtotal,,,
slc.74.699.06,74,699,06,- n.a. -,Subtotal,,,
slc.74.699.07,74,699,07,- n.a. -,Subtotal,,,
slc.74.699.08,74,699,08,- n.a. -,Subtotal,,,
slc.74.810.01,74,810,01,$,LESS: Debt retirement funds - Sewer,,,
slc.74.810.02,74,810,02,- n.a. -,LESS: Debt retirement funds - Sewer,,,
slc.74.810.03,74,810,03,- n.a. -,LESS: Debt retirement funds - Sewer,,,
slc.74.810.04,74,810,04,- n.a. -,LESS: Debt retirement funds - Sewer,,,
slc.74.810.05,74,810,05,- n.a. -,LESS: Debt retirement funds - Sewer,,,
slc.74.810.06,74,810,06,- n.a. -,LESS: Debt retirement funds - Sewer,,,
slc.74.810.07,74,810,07,- n.a. -,LESS: Debt retirement funds - Sewer,,,
slc.74.810.08,74,810,08,- n.a. -,LESS: Debt retirement funds - Sewer,,,
slc.74.820.01,74,820,01,$,LESS: Debt retirement funds - Water,,,
slc.74.820.02,74,820,02,- n.a. -,LESS: Debt retirement funds - Water,,,
slc.74.820.03,74,820,03,- n.a. -,LESS: Debt retirement funds - Water,,,
slc.74.820.04,74,820,04,- n.a. -,LESS: Debt retirement funds - Water,,,
slc.74.820.05,74,820,05,- n.a. -,LESS: Debt retirement funds - Water,,,
slc.74.820.06,74,820,06,- n.a. -,LESS: Debt retirement funds - Water,,,
slc.74.820.07,74,820,07,- n.a. -,LESS: Debt retirement funds - Water,,,
slc.74.820.08,74,820,08,- n.a. -,LESS: Debt retirement funds - Water,,,
slc.74.896.01,74,896,01,$,LESS: Debt retirement funds - Other,,,
slc.74.896.02,74,896,02,- n.a. -,LESS: Debt retirement funds - Other,,,
slc.74.896.03,74,896,03,- n.a. -,LESS: Debt retirement funds - Other,,,
slc.74.896.04,74,896,04,- n.a. -,LESS: Debt retirement funds - Other,,,
slc.74.896.05,74,896,05,- n.a. -,LESS: Debt retirement funds - Other,,,
slc.74.896.06,74,896,06,- n.a. -,LESS: Debt retirement funds - Other,,,
slc.74.896.07,74,896,07,- n.a. -,LESS: Debt retirement funds - Other,,,
slc.74.896.08,74,896,08,- n.a. -,LESS: Debt retirement funds - Other,,,
slc.74.897.01,74,897,01,$,LESS: Debt retirement funds - Other,,,
slc.74.897.02,74,897,02,- n.a. -,LESS: Debt retirement funds - Other,,,
slc.74.897.03,74,897,03,- n.a. -,LESS: Debt retirement funds - Other,,,
slc.74.897.04,74,897,04,- n.a. -,LESS: Debt retirement funds - Other,,,
slc.74.897.05,74,897,05,- n.a. -,LESS: Debt retirement funds - Other,,,
slc.74.897.06,74,897,06,- n.a. -,LESS: Debt retirement funds - Other,,,
slc.74.897.07,74,897,07,- n.a. -,LESS: Debt retirement funds - Other,,,
slc.74.897.08,74,897,08,- n.a. -,LESS: Debt retirement funds - Other,,,
slc.74.898.01,74,898,01,$,LESS: Debt retirement funds - Other,,,
slc.74.898.02,74,898,02,- n.a. -,LESS: Debt retirement funds - Other,,,
slc.74.898.03,74,898,03,- n.a. -,LESS: Debt retirement funds - Other,,,
slc.74.898.04,74,898,04,- n.a. -,LESS: Debt retirement funds - Other,,,
slc.74.898.05,74,898,05,- n.a. -,LESS: Debt retirement funds - Other,,,
slc.74.898.06,74,898,06,- n.a. -,LESS: Debt retirement funds - Other,,,
slc.74.898.07,74,898,07,- n.a. -,LESS: Debt retirement funds - Other,,,
slc.74.898.08,74,898,08,- n.a. -,LESS: Debt retirement funds - Other,,,
slc.74.899.01,74,899,01,$,Subtotal,,,
slc.74.899.02,74,899,02,- n.a. -,Subtotal,,,
slc.74.899.03,74,899,03,- n.a. -,Subtotal,,,
slc.74.899.04,74,899,04,- n.a. -,Subtotal,,,
slc.74.899.05,74,899,05,- n.a. -,Subtotal,,,
slc.74.899.06,74,899,06,- n.a. -,Subtotal,,,
slc.74.899.07,74,899,07,- n.a. -,Subtotal,,,
slc.74.899.08,74,899,08,- n.a. -,Subtotal,,,
slc.74.1010.01,74,1010,01,$,LESS: Own sinking funds (actual balances) - general municipal,,,
slc.74.1010.02,74,1010,02,- n.a. -,LESS: Own sinking funds (actual balances) - general municipal,,,
slc.74.1010.03,74,1010,03,- n.a. -,LESS: Own sinking funds (actual balances) - general municipal,,,
slc.74.1010.04,74,1010,04,- n.a. -,LESS: Own sinking funds (actual balances) - general municipal,,,
slc.74.1010.05,74,1010,05,- n.a. -,LESS: Own sinking funds (actual balances) - general municipal,,,
slc.74.1010.06,74,1010,06,- n.a. -,LESS: Own sinking funds (actual balances) - general municipal,,,
slc.74.1010.07,74,1010,07,- n.a. -,LESS: Own sinking funds (actual balances) - general municipal,,,
slc.74.1010.08,74,1010,08,- n.a. -,LESS: Own sinking funds (actual balances) - general municipal,,,
slc.74.1020.01,74,1020,01,$,LESS: Own sinking funds (actual balances) - enterprises and other,,,
slc.74.1020.02,74,1020,02,- n.a. -,LESS: Own sinking funds (actual balances) - enterprises and other,,,
slc.74.1020.03,74,1020,03,- n.a. -,LESS: Own sinking funds (actual balances) - enterprises and other,,,
slc.74.1020.04,74,1020,04,- n.a. -,LESS: Own sinking funds (actual balances) - enterprises and other,,,
slc.74.1020.05,74,1020,05,- n.a. -,LESS: Own sinking funds (actual balances) - enterprises and other,,,
slc.74.1020.06,74,1020,06,- n.a. -,LESS: Own sinking funds (actual balances) - enterprises and other,,,
slc.74.1020.07,74,1020,07,- n.a. -,LESS: Own sinking funds (actual balances) - enterprises and other,,,
slc.74.1020.08,74,1020,08,- n.a. -,LESS: Own sinking funds (actual balances) - enterprises and other,,,
slc.74.1096.01,74,1096,01,$,LESS: Own sinking funds (actual balances) - Other,,,
slc.74.1096.02,74,1096,02,- n.a. -,LESS: Own sinking funds (actual balances) - Other,,,
slc.74.1096.03,74,1096,03,- n.a. -,LESS: Own sinking funds (actual balances) - Other,,,
slc.74.1096.04,74,1096,04,- n.a. -,LESS: Own sinking funds (actual balances) - Other,,,
slc.74.1096.05,74,1096,05,- n.a. -,LESS: Own sinking funds (actual balances) - Other,,,
slc.74.1096.06,74,1096,06,- n.a. -,LESS: Own sinking funds (actual balances) - Other,,,
slc.74.1096.07,74,1096,07,- n.a. -,LESS: Own sinking funds (actual balances) - Other,,,
slc.74.1096.08,74,1096,08,- n.a. -,LESS: Own sinking funds (actual balances) - Other,,,
slc.74.1097.01,74,1097,01,$,LESS: Own sinking funds (actual balances) - Other,,,
slc.74.1097.02,74,1097,02,- n.a. -,LESS: Own sinking funds (actual balances) - Other,,,
slc.74.1097.03,74,1097,03,- n.a. -,LESS: Own sinking funds (actual balances) - Other,,,
slc.74.1097.04,74,1097,04,- n.a. -,LESS: Own sinking funds (actual balances) - Other,,,
slc.74.1097.05,74,1097,05,- n.a. -,LESS: Own sinking funds (actual balances) - Other,,,
slc.74.1097.06,74,1097,06,- n.a. -,LESS: Own sinking funds (actual balances) - Other,,,
slc.74.1097.07,74,1097,07,- n.a. -,LESS: Own sinking funds (actual balances) - Other,,,
slc.74.1097.08,74,1097,08,- n.a. -,LESS: Own sinking funds (actual balances) - Other,,,
slc.74.1098.01,74,1098,01,$,LESS: Own sinking funds (actual balances) - Other,,,
slc.74.1098.02,74,1098,02,- n.a. -,LESS: Own sinking funds (actual balances) - Other,,,
slc.74.1098.03,74,1098,03,- n.a. -,LESS: Own sinking funds (actual balances) - Other,,,
slc.74.1098.04,74,1098,04,- n.a. -,LESS: Own sinking funds (actual balances) - Other,,,
slc.74.1098.05,74,1098,05,- n.a. -,LESS: Own sinking funds (actual balances) - Other,,,
slc.74.1098.06,74,1098,06,- n.a. -,LESS: Own sinking funds (actual balances) - Other,,,
slc.74.1098.07,74,1098,07,- n.a. -,LESS: Own sinking funds (actual balances) - Other,,,
slc.74.1098.08,74,1098,08,- n.a. -,LESS: Own sinking funds (actual balances) - Other,,,
slc.74.1099.01,74,1099,01,$,Subtotal,,,
slc.74.1099.02,74,1099,02,- n.a. -,Subtotal,,,
slc.74.1099.03,74,1099,03,- n.a. -,Subtotal,,,
slc.74.1099.04,74,1099,04,- n.a. -,Subtotal,,,
slc.74.1099.05,74,1099,05,- n.a. -,Subtotal,,,
slc.74.1099.06,74,1099,06,- n.a. -,Subtotal,,,
slc.74.1099.07,74,1099,07,- n.a. -,Subtotal,,,
slc.74.1099.08,74,1099,08,- n.a. -,Subtotal,,,
slc.74.1210.01,74,1210,01,$,Sinking fund debentures,,,
slc.74.1210.02,74,1210,02,- n.a. -,Sinking fund debentures,,,
slc.74.1210.03,74,1210,03,- n.a. -,Sinking fund debentures,,,
slc.74.1210.04,74,1210,04,- n.a. -,Sinking fund debentures,,,
slc.74.1210.05,74,1210,05,- n.a. -,Sinking fund debentures,,,
slc.74.1210.06,74,1210,06,- n.a. -,Sinking fund debentures,,,
slc.74.1210.07,74,1210,07,- n.a. -,Sinking fund debentures,,,
slc.74.1210.08,74,1210,08,- n.a. -,Sinking fund debentures,,,
slc.74.1220.01,74,1220,01,$,Installment (serial) debentures,,,
slc.74.1220.02,74,1220,02,- n.a. -,Installment (serial) debentures,,,
slc.74.1220.03,74,1220,03,- n.a. -,Installment (serial) debentures,,,
slc.74.1220.04,74,1220,04,- n.a. -,Installment (serial) debentures,,,
slc.74.1220.05,74,1220,05,- n.a. -,Installment (serial) debentures,,,
slc.74.1220.06,74,1220,06,- n.a. -,Installment (serial) debentures,,,
slc.74.1220.07,74,1220,07,- n.a. -,Installment (serial) debentures,,,
slc.74.1220.08,74,1220,08,- n.a. -,Installment (serial) debentures,,,
slc.74.1230.01,74,1230,01,$,Long term bank loans,,,
slc.74.1230.02,74,1230,02,- n.a. -,Long term bank loans,,,
slc.74.1230.03,74,1230,03,- n.a. -,Long term bank loans,,,
slc.74.1230.04,74,1230,04,- n.a. -,Long term bank loans,,,
slc.74.1230.05,74,1230,05,- n.a. -,Long term bank loans,,,
slc.74.1230.06,74,1230,06,- n.a. -,Long term bank loans,,,
slc.74.1230.07,74,1230,07,- n.a. -,Long term bank loans,,,
slc.74.1230.08,74,1230,08,- n.a. -,Long term bank loans,,,
slc.74.1240.01,74,1240,01,$,Lease purchase agreements (Tangible capital leases),,,
slc.74.1240.02,74,1240,02,- n.a. -,Lease purchase agreements (Tangible capital leases),,,
slc.74.1240.03,74,1240,03,- n.a. -,Lease purchase agreements (Tangible capital leases),,,
slc.74.1240.04,74,1240,04,- n.a. -,Lease purchase agreements (Tangible capital leases),,,
slc.74.1240.05,74,1240,05,- n.a. -,Lease purchase agreements (Tangible capital leases),,,
slc.74.1240.06,74,1240,06,- n.a. -,Lease purchase agreements (Tangible capital leases),,,
slc.74.1240.07,74,1240,07,- n.a. -,Lease purchase agreements (Tangible capital leases),,,
slc.74.1240.08,74,1240,08,- n.a. -,Lease purchase agreements (Tangible capital leases),,,
slc.74.1250.01,74,1250,01,$,Mortgages,,,
slc.74.1250.02,74,1250,02,- n.a. -,Mortgages,,,
slc.74.1250.03,74,1250,03,- n.a. -,Mortgages,,,
slc.74.1250.04,74,1250,04,- n.a. -,Mortgages,,,
slc.74.1250.05,74,1250,05,- n.a. -,Mortgages,,,
slc.74.1250.06,74,1250,06,- n.a. -,Mortgages,,,
slc.74.1250.07,74,1250,07,- n.a. -,Mortgages,,,
slc.74.1250.08,74,1250,08,- n.a. -,Mortgages,,,
slc.74.1260.01,74,1260,01,$,Ontario Clean Water Agency (OCWA),,,
slc.74.1260.02,74,1260,02,- n.a. -,Ontario Clean Water Agency (OCWA),,,
slc.74.1260.03,74,1260,03,- n.a. -,Ontario Clean Water Agency (OCWA),,,
slc.74.1260.04,74,1260,04,- n.a. -,Ontario Clean Water Agency (OCWA),,,
slc.74.1260.05,74,1260,05,- n.a. -,Ontario Clean Water Agency (OCWA),,,
slc.74.1260.06,74,1260,06,- n.a. -,Ontario Clean Water Agency (OCWA),,,
slc.74.1260.07,74,1260,07,- n.a. -,Ontario Clean Water Agency (OCWA),,,
slc.74.1260.08,74,1260,08,- n.a. -,Ontario Clean Water Agency (OCWA),,,
slc.74.1280.01,74,1280,01,$,Construction Financing Debentures,,,
slc.74.1280.02,74,1280,02,- n.a. -,Construction Financing Debentures,,,
slc.74.1280.03,74,1280,03,- n.a. -,Construction Financing Debentures,,,
slc.74.1280.04,74,1280,04,- n.a. -,Construction Financing Debentures,,,
slc.74.1280.05,74,1280,05,- n.a. -,Construction Financing Debentures,,,
slc.74.1280.06,74,1280,06,- n.a. -,Construction Financing Debentures,,,
slc.74.1280.07,74,1280,07,- n.a. -,Construction Financing Debentures,,,
slc.74.1280.08,74,1280,08,- n.a. -,Construction Financing Debentures,,,
slc.74.1297.01,74,1297,01,$,Please specify,,,
slc.74.1297.02,74,1297,02,- n.a. -,Please specify,,,
slc.74.1297.03,74,1297,03,- n.a. -,Please specify,,,
slc.74.1297.04,74,1297,04,- n.a. -,Please specify,,,
slc.74.1297.05,74,1297,05,- n.a. -,Please specify,,,
slc.74.1297.06,74,1297,06,- n.a. -,Please specify,,,
slc.74.1297.07,74,1297,07,- n.a. -,Please specify,,,
slc.74.1297.08,74,1297,08,- n.a. -,Please specify,,,
slc.74.1298.01,74,1298,01,$,Please specify,,,
slc.74.1298.02,74,1298,02,- n.a. -,Please specify,,,
slc.74.1298.03,74,1298,03,- n.a. -,Please specify,,,
slc.74.1298.04,74,1298,04,- n.a. -,Please specify,,,
slc.74.1298.05,74,1298,05,- n.a. -,Please specify,,,
slc.74.1298.06,74,1298,06,- n.a. -,Please specify,,,
slc.74.1298.07,74,1298,07,- n.a. -,Please specify,,,
slc.74.1298.08,74,1298,08,- n.a. -,Please specify,,,
slc.74.1405.01,74,1405,01,$,General government,,,
slc.74.1405.02,74,1405,02,- n.a. -,General government,,,
slc.74.1405.03,74,1405,03,- n.a. -,General government,,,
slc.74.1405.04,74,1405,04,- n.a. -,General government,,,
slc.74.1405.05,74,1405,05,- n.a. -,General government,,,
slc.74.1405.06,74,1405,06,- n.a. -,General government,,,
slc.74.1405.07,74,1405,07,- n.a. -,General government,,,
slc.74.1405.08,74,1405,08,- n.a. -,General government,,,
slc.74.1410.01,74,1410,01,$,Protection services,,,
slc.74.1410.02,74,1410,02,- n.a. -,Protection services,,,
slc.74.1410.03,74,1410,03,- n.a. -,Protection services,,,
slc.74.1410.04,74,1410,04,- n.a. -,Protection services,,,
slc.74.1410.05,74,1410,05,- n.a. -,Protection services,,,
slc.74.1410.06,74,1410,06,- n.a. -,Protection services,,,
slc.74.1410.07,74,1410,07,- n.a. -,Protection services,,,
slc.74.1410.08,74,1410,08,- n.a. -,Protection services,,,
slc.74.1415.01,74,1415,01,$,Transportation services : Roadways,,,
slc.74.1415.02,74,1415,02,- n.a. -,Transportation services : Roadways,,,
slc.74.1415.03,74,1415,03,- n.a. -,Transportation services : Roadways,,,
slc.74.1415.04,74,1415,04,- n.a. -,Transportation services : Roadways,,,
slc.74.1415.05,74,1415,05,- n.a. -,Transportation services : Roadways,,,
slc.74.1415.06,74,1415,06,- n.a. -,Transportation services : Roadways,,,
slc.74.1415.07,74,1415,07,- n.a. -,Transportation services : Roadways,,,
slc.74.1415.08,74,1415,08,- n.a. -,Transportation services : Roadways,,,
slc.74.1416.01,74,1416,01,$,Transportation services : Winter control,,,
slc.74.1416.02,74,1416,02,- n.a. -,Transportation services : Winter control,,,
slc.74.1416.03,74,1416,03,- n.a. -,Transportation services : Winter control,,,
slc.74.1416.04,74,1416,04,- n.a. -,Transportation services : Winter control,,,
slc.74.1416.05,74,1416,05,- n.a. -,Transportation services : Winter control,,,
slc.74.1416.06,74,1416,06,- n.a. -,Transportation services : Winter control,,,
slc.74.1416.07,74,1416,07,- n.a. -,Transportation services : Winter control,,,
slc.74.1416.08,74,1416,08,- n.a. -,Transportation services : Winter control,,,
slc.74.1420.01,74,1420,01,$,Transportation services : Transit,,,
slc.74.1420.02,74,1420,02,- n.a. -,Transportation services : Transit,,,
slc.74.1420.03,74,1420,03,- n.a. -,Transportation services : Transit,,,
slc.74.1420.04,74,1420,04,- n.a. -,Transportation services : Transit,,,
slc.74.1420.05,74,1420,05,- n.a. -,Transportation services : Transit,,,
slc.74.1420.06,74,1420,06,- n.a. -,Transportation services : Transit,,,
slc.74.1420.07,74,1420,07,- n.a. -,Transportation services : Transit,,,
slc.74.1420.08,74,1420,08,- n.a. -,Transportation services : Transit,,,
slc.74.1421.01,74,1421,01,$,Transportation services : Parking,,,
slc.74.1421.02,74,1421,02,- n.a. -,Transportation services : Parking,,,
slc.74.1421.03,74,1421,03,- n.a. -,Transportation services : Parking,,,
slc.74.1421.04,74,1421,04,- n.a. -,Transportation services : Parking,,,
slc.74.1421.05,74,1421,05,- n.a. -,Transportation services : Parking,,,
slc.74.1421.06,74,1421,06,- n.a. -,Transportation services : Parking,,,
slc.74.1421.07,74,1421,07,- n.a. -,Transportation services : Parking,,,
slc.74.1421.08,74,1421,08,- n.a. -,Transportation services : Parking,,,
slc.74.1422.01,74,1422,01,$,Transportation services : Street lighting,,,
slc.74.1422.02,74,1422,02,- n.a. -,Transportation services : Street lighting,,,
slc.74.1422.03,74,1422,03,- n.a. -,Transportation services : Street lighting,,,
slc.74.1422.04,74,1422,04,- n.a. -,Transportation services : Street lighting,,,
slc.74.1422.05,74,1422,05,- n.a. -,Transportation services : Street lighting,,,
slc.74.1422.06,74,1422,06,- n.a. -,Transportation services : Street lighting,,,
slc.74.1422.07,74,1422,07,- n.a. -,Transportation services : Street lighting,,,
slc.74.1422.08,74,1422,08,- n.a. -,Transportation services : Street lighting,,,
slc.74.1423.01,74,1423,01,$,Transportation services : Air transportation,,,
slc.74.1423.02,74,1423,02,- n.a. -,Transportation services : Air transportation,,,
slc.74.1423.03,74,1423,03,- n.a. -,Transportation services : Air transportation,,,
slc.74.1423.04,74,1423,04,- n.a. -,Transportation services : Air transportation,,,
slc.74.1423.05,74,1423,05,- n.a. -,Transportation services : Air transportation,,,
slc.74.1423.06,74,1423,06,- n.a. -,Transportation services : Air transportation,,,
slc.74.1423.07,74,1423,07,- n.a. -,Transportation services : Air transportation,,,
